id,CosmeticID,ingredientID
304,29000,29010
305,29000,29015
306,29000,29021
307,29000,29028
308,29000,29036
309,29000,29045
310,29000,29055
311,29000,29066
312,30000,30000
313,30000,30001
314,30000,30003
315,30000,30006
316,30000,30010
317,30000,30015
318,30000,30021
319,30000,30028
320,31000,31000
321,31000,31001
322,31000,31003
323,31000,31006
324,31000,31010
325,31000,31015
326,31000,31021
327,31000,31028
328,31000,31036
329,31000,31045
330,31000,31055
331,31000,31066
332,31000,31078
333,31000,31091
334,31000,31105
335,31000,31120
336,31000,31136
337,31000,31153
338,31000,31171
339,31000,31190
340,32000,32000
341,32000,32001
342,32000,32003
343,32000,32006
344,32000,32010
345,32000,32015
346,32000,32021
347,32000,32028
348,32000,32036
349,32000,32045
350,32000,32055
351,33000,33000
352,33000,33001
353,33000,33003
354,33000,33006
355,33000,33010
356,33000,33015
357,33000,33021
358,33000,33028
359,33000,33036
360,33000,33045
361,33000,33055
362,33000,33066
363,33000,33078
364,33000,33091
365,34000,34000
366,34000,34001
367,34000,34003
368,34000,34006
369,34000,34010
370,34000,34015
371,34000,34021
372,34000,34028
373,34000,34036
374,34000,34045
375,34000,34055
376,34000,34066
377,34000,34078
378,34000,34091
379,34000,34105
380,35000,35000
381,35000,35001
382,35000,35003
383,35000,35006
384,35000,35010
385,35000,35015
386,35000,35021
387,35000,35028
388,35000,35036
389,35000,35045
390,35000,35055
391,35000,35066
392,35000,35078
393,36000,36000
394,36000,36001
395,36000,36003
396,36000,36006
397,36000,36010
398,36000,36015
399,36000,36021
400,36000,36028
401,36000,36036
402,36000,36045
403,36000,36055
404,37000,37000
405,37000,37001
406,37000,37003
407,37000,37006
408,37000,37010
409,37000,37015
410,38000,38000
411,38000,38001
412,38000,38003
413,38000,38006
414,38000,38010
415,38000,38015
416,38000,38021
417,39000,39000
418,39000,39001
419,39000,39003
420,39000,39006
421,39000,39010
422,40000,40000
423,40000,40001
424,40000,40003
425,40000,40006
426,41000,41000
427,41000,41001
428,41000,41003
429,41000,41006
430,41000,41010
431,41000,41015
432,41000,41021
433,42000,42000
434,42000,42001
435,42000,42003
436,42000,42006
437,42000,42010
438,42000,42015
439,43000,43000
440,43000,43001
441,43000,43003
442,43000,43006
443,43000,43010
444,43000,43015
445,43000,43021
446,43000,43028
447,44000,44000
448,44000,44001
449,44000,44003
450,44000,44006
451,44000,44010
452,44000,44015
453,44000,44021
454,44000,44028
455,44000,44036
456,44000,44045
457,44000,44055
458,44000,44066
459,44000,44078
460,45000,45000
461,45000,45001
462,45000,45003
463,45000,45006
464,45000,45010
465,45000,45015
466,45000,45021
467,46000,46000
468,46000,46001
469,46000,46003
470,46000,46006
471,46000,46010
472,46000,46015
473,46000,46021
474,47000,47000
475,47000,47001
476,47000,47003
477,47000,47006
478,47000,47010
479,47000,47015
480,47000,47021
481,47000,47028
482,47000,47036
483,47000,47045
484,47000,47055
485,48000,48000
486,48000,48001
487,48000,48003
488,48000,48006
489,48000,48010
490,48000,48015
491,48000,48021
492,48000,48028
493,48000,48036
494,48000,48045
495,48000,48055
496,48000,48066
497,48000,48078
498,48000,48091
499,49000,49000
500,49000,49001
501,49000,49003
502,49000,49006
503,49000,49010
504,49000,49015
505,49000,49021
506,49000,49028
507,49000,49036
508,49000,49045
509,49000,49055
510,50000,50000
511,50000,50001
512,50000,50003
513,50000,50006
514,50000,50010
515,50000,50015
516,50000,50021
517,50000,50028
518,50000,50036
519,51000,51000
520,51000,51001
521,51000,51003
522,51000,51006
523,51000,51010
524,52000,52000
525,52000,52001
526,52000,52003
527,52000,52006
528,53000,53000
529,53000,53001
530,53000,53003
531,53000,53006
532,53000,53010
533,53000,53015
534,54000,54000
535,54000,54001
536,54000,54003
537,54000,54006
538,54000,54010
539,54000,54015
540,55000,55000
541,56000,56000
542,56000,56001
543,56000,56003
544,56000,56006
545,56000,56010
546,56000,56015
547,56000,56021
548,56000,56028
549,57000,57000
550,57000,57001
551,57000,57003
552,57000,57006
553,57000,57010
554,59000,59000
555,59000,59001
556,59000,59003
557,59000,59006
558,59000,59010
559,59000,59015
560,59000,59021
561,59000,59028
562,59000,59036
563,59000,59045
564,59000,59055
565,59000,59066
566,60000,60000
567,60000,60001
568,60000,60003
569,60000,60006
570,60000,60010
571,60000,60015
572,60000,60021
573,60000,60028
574,60000,60036
575,60000,60045
576,60000,60055
577,61000,61000
578,61000,61001
579,61000,61003
580,61000,61006
581,61000,61010
582,61000,61015
583,61000,61021
584,61000,61028
585,61000,61036
586,61000,61045
587,61000,61055
588,61000,61066
589,61000,61078
590,61000,61091
591,61000,61105
592,61000,61120
593,61000,61136
594,61000,61153
595,61000,61171
596,61000,61190
597,62000,62000
598,62000,62001
599,62000,62003
600,62000,62006
601,62000,62010
602,62000,62015
603,62000,62021
604,62000,62028
605,63000,63000
606,63000,63001
607,63000,63003
608,63000,63006
609,63000,63010
610,63000,63015
611,63000,63021
612,63000,63028
613,63000,63036
614,63000,63045
615,63000,63055
616,63000,63066
617,63000,63078
618,63000,63091
619,63000,63105
620,63000,63120
621,63000,63136
622,63000,63153
623,63000,63171
624,64000,64000
625,64000,64001
626,64000,64003
627,64000,64006
628,64000,64010
629,64000,64015
630,64000,64021
631,64000,64028
632,64000,64036
633,64000,64045
634,64000,64055
635,64000,64066
636,64000,64078
637,64000,64091
638,64000,64105
639,64000,64120
640,64000,64136
641,64000,64153
642,64000,64171
643,64000,64190
644,65000,65000
645,65000,65001
646,65000,65003
647,65000,65006
648,65000,65010
649,65000,65015
650,65000,65021
651,65000,65028
652,65000,65036
653,65000,65045
654,65000,65055
655,66000,66000
656,66000,66001
657,66000,66003
658,66000,66006
659,66000,66010
660,66000,66015
661,66000,66021
662,66000,66028
663,66000,66036
664,66000,66045
665,66000,66055
666,66000,66066
667,66000,66078
668,66000,66091
669,66000,66105
670,66000,66120
671,66000,66136
672,66000,66153
673,66000,66171
674,66000,66190
675,66000,66210
676,67000,67000
677,67000,67001
678,67000,67003
679,67000,67006
680,67000,67010
681,67000,67015
682,67000,67021
683,67000,67028
684,67000,67036
685,68000,68000
686,68000,68001
687,68000,68003
688,68000,68006
689,68000,68010
690,68000,68015
691,68000,68021
692,68000,68028
693,68000,68036
694,68000,68045
695,68000,68055
696,68000,68066
697,68000,68078
698,69000,69000
699,69000,69001
700,69000,69003
701,69000,69006
702,69000,69010
703,69000,69015
704,69000,69021
705,70000,70000
706,70000,70001
707,70000,70003
708,70000,70006
709,70000,70010
710,70000,70015
711,70000,70021
712,70000,70028
713,70000,70036
714,70000,70045
715,70000,70055
716,70000,70066
717,70000,70078
718,70000,70091
719,70000,70105
720,71000,71000
721,71000,71001
722,71000,71003
723,71000,71006
724,71000,71010
725,71000,71015
726,71000,71021
727,71000,71028
728,71000,71036
729,71000,71045
730,71000,71055
731,71000,71066
732,71000,71078
733,71000,71091
734,72000,72000
735,72000,72001
736,72000,72003
737,72000,72006
738,72000,72010
739,72000,72015
740,72000,72021
741,72000,72028
742,72000,72036
743,72000,72045
744,72000,72055
745,73000,73001
746,73000,73005
747,73000,73010
748,73000,73016
749,73000,73023
750,73000,73031
751,73000,73040
752,73000,73050
753,74000,74001
754,74000,74005
755,74000,74010
756,74000,74016
757,74000,74023
758,74000,74031
759,74000,74040
760,74000,74050
761,75000,75001
762,75000,75006
763,75000,75012
764,75000,75019
765,75000,75027
766,75000,75036
767,75000,75046
768,75000,75057
769,76000,76000
770,77000,77000
771,78000,78000
772,79000,79000
773,80000,80000
774,80000,80001
775,80000,80003
776,80000,80006
777,80000,80010
778,80000,80015
779,80000,80021
780,80000,80028
781,80000,80036
782,80000,80045
783,80000,80055
784,80000,80066
785,80000,80078
786,80000,80091
787,81000,81000
788,81000,81001
789,81000,81003
790,81000,81006
791,81000,81010
792,81000,81015
793,81000,81021
794,81000,81028
795,81000,81036
796,81000,81045
797,81000,81055
798,81000,81066
799,81000,81078
800,81000,81091
801,81000,81105
802,82000,82000
803,82000,82001
804,82000,82003
805,82000,82006
806,82000,82010
807,82000,82015
808,82000,82021
809,82000,82028
810,82000,82036
811,82000,82045
812,82000,82055
813,82000,82066
814,82000,82078
815,83000,83000
816,83000,83001
817,83000,83003
818,83000,83006
819,83000,83010
820,83000,83015
821,84000,84000
822,84000,84001
823,84000,84003
824,84000,84006
825,84000,84010
826,84000,84015
827,84000,84021
828,84000,84028
829,84000,84036
830,84000,84045
831,84000,84055
832,85000,85000
833,85000,85001
834,85000,85003
835,85000,85006
836,85000,85010
837,85000,85015
838,85000,85021
839,85000,85028
840,85000,85036
841,85000,85045
842,85000,85055
843,85000,85066
844,85000,85078
845,85000,85091
846,86000,86000
847,86000,86001
848,86000,86003
849,86000,86006
850,86000,86010
851,86000,86015
852,86000,86021
853,86000,86028
854,86000,86036
855,86000,86045
856,86000,86055
857,86000,86066
858,86000,86078
859,86000,86091
860,86000,86105
861,87000,87000
862,87000,87001
863,87000,87004
864,87000,87008
865,87000,87013
866,87000,87019
867,87000,87026
868,87000,87034
869,87000,87043
870,87000,87053
871,87000,87064
872,87000,87076
873,87000,87089
874,87000,87103
875,87000,87118
876,87000,87134
877,87000,87151
878,87000,87169
879,87000,87188
880,87000,87210
881,87000,87234
882,87000,87259
883,87000,87285
884,87000,87312
885,87000,87340
886,88000,88000
887,88000,88001
888,88000,88003
889,88000,88006
890,88000,88010
891,88000,88015
892,88000,88021
893,88000,88028
894,88000,88036
895,88000,88045
896,88000,88055
897,88000,88066
898,88000,88078
899,88000,88091
900,88000,88105
901,88000,88120
902,89000,89000
903,89000,89001
904,89000,89003
905,89000,89006
906,89000,89010
907,89000,89015
908,89000,89021
909,90000,90000
910,90000,90001
911,90000,90003
912,90000,90006
913,90000,90010
914,90000,90015
915,90000,90021
916,90000,90028
917,91000,91000
918,91000,91001
919,91000,91003
920,91000,91006
921,91000,91010
922,91000,91015
923,91000,91021
924,91000,91028
925,92000,92000
926,92000,92001
927,92000,92003
928,92000,92006
929,92000,92010
930,92000,92015
931,92000,92021
932,92000,92028
933,92000,92036
934,92000,92045
935,92000,92055
936,93000,93000
937,93000,93001
938,93000,93003
939,93000,93006
940,93000,93010
941,93000,93015
942,93000,93021
943,93000,93028
944,93000,93036
945,93000,93045
946,94000,94000
947,94000,94001
948,94000,94003
949,94000,94006
950,95000,95000
951,95000,95001
952,95000,95003
953,95000,95006
954,96000,96000
955,96000,96001
956,96000,96003
957,96000,96006
958,96000,96010
959,96000,96015
960,96000,96021
961,96000,96028
962,96000,96036
963,96000,96045
964,96000,96055
965,97000,97000
966,97000,97001
967,97000,97003
968,97000,97006
969,97000,97010
970,97000,97015
971,97000,97021
972,97000,97028
973,98000,98000
974,98000,98001
975,98000,98003
976,98000,98006
977,98000,98010
978,98000,98015
979,98000,98021
980,98000,98028
981,98000,98036
982,98000,98045
983,98000,98055
984,98000,98066
985,99000,99000
986,99000,99001
987,99000,99003
988,99000,99006
989,99000,99010
990,99000,99015
991,99000,99021
992,99000,99028
993,99000,99036
994,99000,99045
995,100000,100000
996,100000,100001
997,100000,100003
998,100000,100006
999,100000,100010
1000,100000,100015
1001,100000,100021
1002,100000,100028
1003,100000,100036
1004,101000,101000
1005,101000,101001
1006,101000,101003
1007,101000,101006
1008,101000,101010
1009,101000,101015
1010,101000,101021
1011,101000,101028
1012,101000,101036
1013,101000,101045
1014,101000,101055
1015,101000,101066
1016,101000,101078
1017,101000,101091
1018,102000,102000
1019,102000,102001
1020,102000,102003
1021,102000,102006
1022,102000,102010
1023,102000,102015
1024,102000,102021
1025,102000,102028
1026,102000,102036
1027,102000,102045
1028,102000,102055
1029,102000,102066
1030,102000,102078
1031,103000,103000
1032,103000,103001
1033,103000,103003
1034,103000,103006
1035,103000,103010
1036,103000,103015
1037,103000,103021
1038,103000,103028
1039,103000,103036
1040,103000,103045
1041,103000,103055
1042,103000,103066
1043,103000,103078
1044,103000,103091
1045,103000,103105
1046,103000,103120
1047,103000,103136
1048,103000,103153
1049,103000,103171
1050,103000,103190
1051,103000,103210
1052,103000,103231
1053,103000,103253
1054,103000,103276
1055,103000,103300
1056,103000,103325
1057,103000,103351
1058,103000,103378
1059,104000,104000
1060,104000,104001
1061,104000,104003
1062,104000,104006
1063,104000,104010
1064,104000,104015
1065,104000,104021
1066,104000,104028
1067,104000,104036
1068,104000,104045
1069,104000,104055
1070,104000,104066
1071,104000,104078
1072,104000,104091
1073,104000,104105
1074,104000,104121
1075,105000,105000
1076,105000,105001
1077,105000,105003
1078,105000,105006
1079,108000,108000
1080,108000,108001
1081,108000,108003
1082,108000,108006
1083,108000,108010
1084,108000,108015
1085,108000,108021
1086,108000,108028
1087,108000,108036
1088,108000,108045
1089,108000,108055
1090,108000,108066
1091,108000,108078
1092,108000,108091
1093,108000,108105
1094,108000,108120
1095,108000,108136
1096,109000,109000
1097,109000,109001
1098,109000,109003
1099,109000,109006
1100,109000,109010
1101,109000,109015
1102,109000,109021
1103,109000,109028
1104,109000,109036
1105,109000,109045
1106,109000,109055
1107,109000,109066
1108,109000,109078
1109,109000,109091
1110,109000,109105
1111,109000,109120
1112,109000,109136
1113,109000,109153
1114,109000,109171
1115,110000,110000
1116,110000,110001
1117,110000,110003
1118,110000,110006
1119,110000,110010
1120,110000,110015
1121,110000,110021
1122,110000,110028
1123,110000,110036
1124,110000,110045
1125,110000,110055
1126,110000,110066
1127,110000,110078
1128,110000,110091
1129,110000,110105
1130,110000,110120
1131,110000,110136
1132,110000,110153
1133,110000,110171
1134,110000,110190
1135,111000,111000
1136,111000,111001
1137,111000,111003
1138,111000,111006
1139,111000,111010
1140,111000,111015
1141,111000,111021
1142,111000,111028
1143,111000,111036
1144,111000,111045
1145,111000,111055
1146,111000,111066
1147,111000,111078
1148,111000,111091
1149,111000,111105
1150,111000,111120
1151,111000,111136
1152,111000,111153
1153,111000,111171
1154,112000,112000
1155,112000,112001
1156,112000,112003
1157,112000,112006
1158,112000,112010
1159,112000,112015
1160,112000,112021
1161,112000,112028
1162,112000,112036
1163,112000,112045
1164,112000,112055
1165,112000,112066
1166,112000,112078
1167,112000,112091
1168,112000,112105
1169,112000,112120
1170,112000,112136
1171,112000,112153
1172,112000,112171
1173,113000,113000
1174,113000,113001
1175,113000,113003
1176,113000,113006
1177,113000,113010
1178,113000,113015
1179,113000,113021
1180,113000,113028
1181,113000,113036
1182,113000,113045
1183,113000,113055
1184,113000,113066
1185,113000,113078
1186,113000,113091
1187,113000,113105
1188,113000,113120
1189,113000,113136
1190,114000,114000
1191,114000,114001
1192,114000,114003
1193,114000,114006
1194,114000,114010
1195,114000,114015
1196,114000,114021
1197,114000,114028
1198,114000,114036
1199,114000,114045
1200,114000,114055
1201,114000,114066
1202,114000,114078
1203,114000,114091
1204,114000,114105
1205,114000,114120
1206,114000,114136
1207,114000,114153
1208,114000,114171
1209,114000,114190
1210,115000,115000
1211,115000,115001
1212,115000,115003
1213,115000,115006
1214,115000,115010
1215,117000,117000
1216,117000,117001
1217,117000,117003
1218,117000,117006
1219,117000,117010
1220,117000,117015
1221,117000,117021
1222,117000,117028
1223,117000,117036
1224,117000,117045
1225,117000,117055
1226,117000,117066
1227,117000,117078
1228,117000,117091
1229,117000,117105
1230,117000,117121
1231,117000,117138
1232,117000,117156
1233,117000,117175
1234,117000,117195
1235,117000,117216
1236,117000,117238
1237,118000,118000
1238,118000,118001
1239,118000,118003
1240,118000,118006
1241,119000,119000
1242,119000,119001
1243,119000,119003
1244,119000,119006
1245,119000,119010
1246,119000,119015
1247,120000,120000
1248,121000,121000
1249,121000,121001
1250,121000,121003
1251,121000,121006
1252,121000,121010
1253,121000,121015
1254,121000,121021
1255,121000,121028
1256,121000,121036
1257,121000,121045
1258,121000,121055
1259,121000,121066
1260,121000,121078
1261,121000,121091
1262,121000,121105
1263,121000,121120
1264,121000,121136
1265,121000,121153
1266,121000,121171
1267,122000,122000
1268,122000,122001
1269,122000,122003
1270,122000,122006
1271,122000,122010
1272,122000,122015
1273,122000,122021
1274,122000,122028
1275,122000,122036
1276,122000,122045
1277,122000,122055
1278,122000,122066
1279,122000,122078
1280,122000,122091
1281,122000,122105
1282,122000,122120
1283,122000,122136
1284,122000,122153
1285,123000,123000
1286,123000,123001
1287,123000,123003
1288,123000,123006
1289,123000,123010
1290,123000,123015
1291,123000,123021
1292,123000,123028
1293,123000,123036
1294,123000,123045
1295,123000,123055
1296,123000,123066
1297,123000,123078
1298,123000,123091
1299,123000,123105
1300,123000,123120
1301,124000,124000
1302,124000,124001
1303,124000,124003
1304,124000,124006
1305,125000,125000
1306,125000,125001
1307,125000,125003
1308,125000,125006
1309,126000,126000
1310,126000,126001
1311,126000,126003
1312,126000,126006
1313,127000,127000
1314,127000,127001
1315,127000,127003
1316,127000,127006
1317,127000,127010
1318,127000,127015
1319,127000,127021
1320,127000,127028
1321,127000,127036
1322,127000,127045
1323,127000,127055
1324,127000,127066
1325,127000,127078
1326,127000,127091
1327,127000,127105
1328,127000,127120
1329,127000,127136
1330,127000,127153
1331,127000,127171
1332,127000,127190
1333,128000,128000
1334,128000,128001
1335,128000,128003
1336,128000,128006
1337,128000,128010
1338,128000,128015
1339,128000,128021
1340,128000,128028
1341,128000,128036
1342,128000,128045
1343,128000,128055
1344,128000,128066
1345,128000,128078
1346,128000,128091
1347,128000,128105
1348,128000,128120
1349,128000,128136
1350,128000,128153
1351,128000,128171
1352,128000,128190
1353,128000,128210
1354,130000,130000
1355,130000,130001
1356,130000,130003
1357,130000,130006
1358,130000,130010
1359,130000,130015
1360,130000,130021
1361,130000,130028
1362,130000,130036
1363,130000,130045
1364,130000,130055
1365,130000,130066
1366,130000,130078
1367,130000,130091
1368,130000,130105
1369,130000,130120
1370,130000,130136
1371,130000,130153
1372,130000,130171
1373,130000,130190
1374,130000,130210
1375,130000,130231
1376,130000,130253
1377,130000,130276
1378,130000,130300
1379,130000,130325
1380,130000,130351
1381,130000,130378
1382,130000,130406
1383,130000,130435
1384,130000,130465
1385,130000,130496
1386,130000,130528
1387,130000,130561
1388,131000,131000
1389,131000,131001
1390,131000,131003
1391,131000,131006
1392,131000,131010
1393,131000,131015
1394,131000,131021
1395,131000,131028
1396,131000,131036
1397,131000,131045
1398,131000,131055
1399,131000,131066
1400,131000,131078
1401,131000,131091
1402,131000,131105
1403,131000,131120
1404,131000,131136
1405,131000,131153
1406,132000,132000
1407,132000,132001
1408,132000,132003
1409,132000,132006
1410,132000,132010
1411,132000,132015
1412,132000,132021
1413,132000,132028
1414,132000,132036
1415,132000,132045
1416,132000,132055
1417,132000,132066
1418,132000,132078
1419,132000,132091
1420,132000,132105
1421,132000,132120
1422,132000,132136
1423,132000,132153
1424,132000,132171
1425,132000,132190
1426,132000,132210
1427,132000,132231
1428,132000,132253
1429,132000,132276
1430,132000,132300
1431,132000,132325
1432,132000,132351
1433,132000,132378
1434,132000,132406
1435,132000,132435
1436,132000,132465
1437,132000,132496
1438,132000,132528
1439,132000,132561
1440,132000,132595
1441,133000,133000
1442,133000,133001
1443,133000,133003
1444,133000,133006
1445,133000,133010
1446,133000,133015
1447,133000,133021
1448,133000,133028
1449,133000,133036
1450,133000,133045
1451,133000,133055
1452,133000,133066
1453,133000,133078
1454,133000,133091
1455,133000,133105
1456,133000,133120
1457,133000,133136
1458,133000,133153
1459,133000,133171
1460,133000,133190
1461,133000,133210
1462,133000,133231
1463,133000,133253
1464,133000,133276
1465,133000,133300
1466,134000,134000
1467,134000,134001
1468,134000,134003
1469,134000,134006
1470,134000,134010
1471,134000,134015
1472,134000,134021
1473,134000,134028
1474,134000,134036
1475,134000,134045
1476,134000,134055
1477,134000,134066
1478,134000,134078
1479,134000,134091
1480,134000,134105
1481,134000,134120
1482,134000,134136
1483,134000,134153
1484,134000,134171
1485,134000,134190
1486,134000,134210
1487,134000,134231
1488,134000,134253
1489,134000,134276
1490,135000,135000
1491,135000,135001
1492,135000,135003
1493,135000,135006
1494,135000,135010
1495,135000,135015
1496,135000,135021
1497,135000,135028
1498,135000,135036
1499,135000,135045
1500,135000,135055
1501,135000,135066
1502,135000,135078
1503,135000,135091
1504,135000,135105
1505,135000,135120
1506,135000,135136
1507,135000,135153
1508,135000,135171
1509,135000,135190
1510,135000,135210
1511,135000,135231
1512,135000,135253
1513,135000,135276
1514,135000,135300
1515,135000,135325
1516,135000,135351
1517,135000,135378
1518,135000,135406
1519,135000,135435
1520,135000,135465
1521,135000,135496
1522,135000,135528
1523,135000,135561
1524,135000,135595
1525,136000,136000
1526,136000,136001
1527,136000,136003
1528,136000,136006
1529,136000,136010
1530,136000,136015
1531,136000,136021
1532,136000,136028
1533,136000,136036
1534,136000,136045
1535,136000,136055
1536,137000,137000
1537,137000,137001
1538,137000,137003
1539,137000,137006
1540,137000,137010
1541,137000,137015
1542,137000,137021
1543,138000,138000
1544,138000,138001
1545,138000,138003
1546,138000,138006
1547,138000,138010
1548,138000,138015
1549,138000,138021
1550,138000,138028
1551,138000,138036
1552,138000,138045
1553,138000,138055
1554,138000,138066
1555,138000,138078
1556,138000,138091
1557,138000,138105
1558,138000,138120
1559,138000,138136
1560,138000,138153
1561,138000,138171
1562,138000,138190
1563,138000,138210
1564,138000,138231
1565,138000,138253
1566,138000,138276
1567,139000,139000
1568,139000,139001
1569,139000,139003
1570,139000,139006
1571,139000,139010
1572,139000,139015
1573,139000,139021
1574,139000,139028
1575,139000,139036
1576,139000,139045
1577,139000,139055
1578,139000,139066
1579,139000,139078
1580,139000,139091
1581,139000,139105
1582,139000,139120
1583,139000,139136
1584,139000,139153
1585,139000,139171
1586,139000,139190
1587,139000,139210
1588,139000,139231
1589,139000,139253
1590,139000,139276
1591,139000,139300
1592,139000,139325
1593,139000,139351
1594,139000,139378
1595,139000,139406
1596,139000,139435
1597,139000,139465
1598,139000,139496
1599,139000,139528
1600,139000,139561
1601,139000,139595
1602,140000,140000
1603,140000,140001
1604,140000,140003
1605,140000,140006
1606,140000,140010
1607,140000,140015
1608,140000,140021
1609,140000,140028
1610,140000,140036
1611,140000,140045
1612,140000,140055
1613,140000,140066
1614,140000,140078
1615,140000,140091
1616,140000,140105
1617,140000,140120
1618,140000,140136
1619,141000,141000
1620,141000,141001
1621,141000,141003
1622,141000,141006
1623,141000,141010
1624,141000,141015
1625,141000,141021
1626,141000,141028
1627,141000,141036
1628,141000,141045
1629,141000,141055
1630,141000,141066
1631,141000,141078
1632,141000,141091
1633,141000,141105
1634,141000,141120
1635,141000,141136
1636,141000,141153
1637,141000,141171
1638,141000,141190
1639,141000,141210
1640,141000,141231
1641,141000,141253
1642,141000,141276
1643,141000,141300
1644,141000,141325
1645,141000,141351
1646,141000,141378
1647,141000,141406
1648,141000,141435
1649,141000,141465
1650,141000,141496
1651,141000,141528
1652,141000,141561
1653,141000,141595
1654,142000,142000
1655,142000,142001
1656,142000,142003
1657,142000,142006
1658,142000,142010
1659,142000,142015
1660,142000,142021
1661,142000,142028
1662,142000,142036
