id,name
2206,Cetearyl alcohol
2210,Trimethysiloxyamodimethicone
2215,Octynoxyl-40
2221,Glycerine
2228,Panthenol
2236,색소
2245,Fragrance
2300,정제수
2301,Alcohol
2303,Polysorbate 20
2306,Grapefruit extract
2310,Calendula extract
2315,Marrubium vulgare extract
2321,Matricaria chamomilla
2328,Sage oil
2336,Eugenia cary ophyllus oil
2345,Penny Royal essential oil
2355,Hypericum perforatum extract
2400,정제수
2401,Coconut alcohol
2403,Sodium lauryl sulfate
2406,Hydrolyzed keratin protein
2410,Wheat protein
2415,Glycerine
2421,Aloe vera
2428,Citric acid
2436,Calendula extract
2445,Allantoin
2455,Chamomile extract
2466,Witch hazel
2478,Methyl paraben
2491,Propyl paraben
2505,DMDM Hydantoin
2500,정제수
2501,Dimethicone
2503,Silk Aminoacids
2506,Limonene
2510,Panthenol
2515,Isopropyl myristate
2521,Sunscreen
2600,정제수
2601,글리세릴스테아레이트SE
2603,Stearic acid
2606,Cetyl esters
2610,Glucose glutamate
2615,Vitamin E-acetate
2621,Triethanolamine
2628,Cocamide DEA
2636,Panthenol
2645,Retinol acetate
2655,Vitamin D2
2666,Fragrance
2678,Methyl paraben
2691,Propyl paraben
2705,Diazolidinyl urea
2720,FD C yellow
2736,FD C red
2700,정제수
2701,Carrot Extract
2703,Isododecane
2706,Isohxadecane
2710,Behentrimonium chloride
2715,Methosulfate
2721,Cetearyl alcohol
2728,Carrot Oleo Resin
2736,Grape seed oil
2745,Methyl hydroxybenzoate
2755,Methyl chloroisothiazolone
2766,Tetrasodium EDTA
2778,Fragrance
2800,Deionized water
2801,Emulsifying wax
2803,Behentrimonium metho-sulfate
2806,Cetearyl alcohol
2810,Trimethysiloxyamodimethicone
2815,Octynoxyl-40
2821,Glycerine
2828,Panthenol
2836,색소
2845,Fragrance
2900,정제수
2901,Cetrimonium bromide
2903,Bacitracin methylene disalicylate
2906,PPG-12-PEG-50 Lanolin
2910,Ceteth-20
2915,Sorbitol
2921,Sodium Laureth Sulfate
2928,Methyl paraben
2936,Propyl paraben
2945,Fragrance
2955,FD C yellow
2966,FD C red
3000,무수포도당
3001,Sodium citrate
3003,Tris buffer
3006,EDTA
3010,Antioxydants
3015,Sodium bicarbonate
3021,Sucrose
3028,Antibiotics
3100,Deionized water
3101,Rose Water
3103,Dicetyldimonium Chloride
3106,Cocodimonium hydrolyzed silk amino acids
3110,Hydrolyzed wheat protein
3115,Lauryl Pyrrolidone
3121,Panthenol
3128,Methylchloroisothiazolinon
3136,Methylisothiazolinone
3145,Fragrance
3155,Polysorbate 20
3166,Propylene glycol
3178,Diazolidinyl urea
3191,Methyl paraben
3205,Propyl paraben
3220,Chamomilla Recutita
3236,Salvia sclarea(clary sage)
3253,Lavender
3271,Mentha Piperita
3290,청색1호
3200,Sodium Laureth Sulfate
3201,TEA lauryl sulfate
3203,Cocamide DEA
3206,Methylchloroisothiazolinon
3210,Formalin
3215,Keratin
3221,Parfum
3228,Sodium chloride
3236,Hydrolysed gelatin
3245,Polyvinylpyrrolidone
3255,Aqua
3300,Lauryl sodium sulfate
3301,Cocamidopropyl Betaine
3303,Benzophenone-9
3306,Cocamide DEA
3310,파라옥시안식향산메칠
3315,Polyquaternium-7
3321,Salicylic acid
3328,Propylene glycol
3336,Green tea extract
3345,Titanium oxide
3355,조합향료
3366,자색 401호
3378,적색227호
3391,정제수
3400,Lauryl sodium sulfate
3401,Cocamidopropyl Betaine
3403,Benzophenone-9
3406,파라옥시안식향산메칠
3410,Cocamide DEA
3415,Polyquaternium-7
3421,Salicylic acid
3428,Propylene glycol
3436,Green tea extract
3445,Titanium oxide
3455,조합향료
3466,녹색3호
3478,황색4호
3491,자색 401호
3505,정제수
3500,Lauryl sodium sulfate
3501,Cocamidopropyl Betaine
3503,Benzophenone-9
3506,Cocamide DEA
3510,파라옥시안식향산메칠
3515,Polyquaternium-7
3521,Salicylic acid
3528,Propylene glycol
3536,Green tea extract
3545,Titanium oxide
3555,조합향료
3566,황색4호
3578,정제수
3600,Lauryl sodium sulfate
3601,Cocamidopropyl Betaine
3603,Benzophenone-9
3606,Cocamide DEA
3610,파라옥시안식향산메칠
3615,Polyquaternium-7
3621,Salicylic acid
3628,Propylene glycol
3636,Green tea extract
3645,조합향료
3655,정제수
3700,Ethanol
3701,Polyoxyethylene hydrogenated castor oil
3703,조합향료
3706,자색 401호
3710,적색227호
3715,정제수
3800,Ethanol
3801,Polyoxyethylene hydrogenated castor oil
3803,조합향료
3806,녹색3호
3810,황색4호
3815,자색 401호
3821,정제수
3900,Ethanol
3901,Polyoxyethylene hydrogenated castor oil
3903,조합향료
3906,정제수
3910,황색4호
4000,Ethanol
4001,Polyoxyethylene hydrogenated castor oil
4003,조합향료
4006,정제수
4100,Benzalkonium chloride
4101,Sodium chloride
4103,Butylene Glycol
4106,Boric acid
4110,Disodium EDTA
4115,Allantoin
4121,정제수
4200,Salicylic acid
4201,Beta-cyclodextrin
4203,Methyl chloro isothiazolinone/Methyl isothiazolinone
4206,Allantoin
4210,Ethanol
4215,정제수
4300,정제수
4301,Polymers
4303,Silk Aminoacids
4306,Polydimethylsiloxane
4310,Acrylate/Octylacrylamide Copolymer
4315,Polyether Copolymer
4321,Methyl paraben
4328,Fragrance
4400,정제수
4401,Sodium chloride
4403,Lauramide DEA
4406,Cocamide DEA
4410,Sodium lauryl ether sulfate
4415,Triethanolamine lauyrl sulfate
4421,Jojoba oil
4428,Polydimethylsiloxane
4436,Cocomidopropyl Betaine
4445,Polyether Copolymer
4455,Hydrolyzed wheat protein
4466,Methyl paraben
4478,Fragrance
4500,정제수
4501,Cetrimomium Chloride
4503,Alkyl ethoxy carboxylic acid
4506,Aloe Vera Gel
4510,Polydimethylsiloxane
4515,Methyl paraben
4521,Fragrance
4600,정제수
4601,Sodium lauryl ether sulfate
4603,Chamomile extract
4606,Aloe Vera Gel
4610,Eucalyptus essential oil
4615,Polydimethylsiloxane
4621,Methyl paraben
4700,정제수
4701,Sodium chloride
4703,Lauramide DEA
4706,Cocamide DEA
4710,Triethanolamine lauyrl sulfate
4715,Polydimethylsiloxane
4721,Sodium lauryl ether sulfate
4728,Polyether Copolymer
4736,Hydrolyzed wheat protein
4745,Methyl paraben
4755,Fragrance
4800,정제수
4801,Sodium chloride
4803,Lauramide DEA
4806,Sodium lauryl ether sulfate
4810,Triethanolamine lauyrl sulfate
4815,Chamomile extract
4821,Aloe Vera Gel
4828,Eucalyptus essential oil
4836,Polydimethylsiloxane
4845,Polyether Copolymer
4855,Cocomidopropyl Betaine
4866,Hydrolyzed wheat protein
4878,Methyl paraben
4891,Fragrance
4900,정제수
4901,Silk Aminoacids
4903,Glycerine
4906,Polydimethylsiloxane
4910,Homopolymer
4915,Polyether Copolymer
4921,Trymethyl ammonium chloride
4928,Triethanolamine salicylate
4936,Hydrolyzed wheat protein
4945,Methyl paraben
4955,Fragrance
5000,정제수
5001,Sodium chloride
5003,Lauramide DEA
5006,Cocamide DEA
5010,Triethanolamine lauyrl sulfate
5015,Chamomile extract
5021,Aloe
5028,Hops Extract
5036,Fragrance
5100,정제수
5101,Tea tree oil
5103,Jasmine
5106,Jojoba oil
5110,Vitamin E-acetate
5200,Watercress extract
5201,Hydroxy dimethyl pyrimidine
5203,Citric acid
5206,Vitamin E-acetate
5300,정제수
5301,Hydrolyaed Wheat Protein
5303,Citric acid
5306,Vitamin E-acetate
5310,Wheat germ oil
5315,Glycerine
5400,Glycerine
5401,Docusate sodium
5403,Acetanilide
5406,Propylene glycol
5410,Acetic acid
5415,Urea
5500,Dog Appeasing Pheromome
5600,Vitamin C sodium
5601,Vitamin B2 sodium phosphate
5603,Carboxylmethylcellulosesodium
5606,Disodium edetate
5610,Sodium pyrosulfite
5615,Sodium benzoate
5621,Citric acid
5628,정제수
5700,Salicylic acid
5701,Benzoic acid
5703,Malic acid
5706,Propylene glycol
5710,정제수
5900,Abbreviation
5901,Oleic acid
5903,BHT
5906,Abbreviation
5910,Surfonic N-95
5915,Glycerine
5921,tea
5928,Surfonic N-40
5936,DMDM Hydantoin
5945,Perfume
5955,Aloe vera
5966,Vitamin E
6000,Sodium polyoxyethylene laurylether sulfate
6001,Propylene glycol
6003,Ethanol
6006,Imidazolidinyl urea
6010,EDTA
6015,Sodium benzoate
6021,Potassium sorbate
6028,Camphor
6036,황색4호
6045,참숯 추출물
6055,정제수
6100,Guar hydroxypropyltrimethyl ammonium chloride
6101,Sodium polyoxyethylene laurylether sulfate
6103,Cocamidopropyl Betaine
6106,Lauramide DEA
6110,Propylene glycol
6115,Cethyl alcohol
6121,Glycerol Stearate
6128,Methyl chloro isothiazolinone/Methyl isothiazolinone
6136,Sorbitan oleate
6145,Stearic acid
6155,미리스틱산
6166,Potassium hydroxide
6178,Ethanol
6191,Crimbazole
6205,방부제
6220,Aloe extract powder
6236,Milk powder
6253,Polyquaternium-7
6271,조합향료
6290,정제수
6200,DMDM Hydantoin
6201,Ethanol
6203,Sodium lauryl sulfate
6206,Imidazolidinyl urea
6210,EDTA
6215,나노실버
6221,조합향료
6228,정제수
6300,정제수
6301,Sodium Laureth Sulfate
6303,Sodium lauryl sulfate
6306,Cocamidopropyl Betaine
6310,Lauramide DEA
6315,Panthenol
6321,Aloe barbaednsis gel
6328,Wheat Germ
6336,Sesame oil
6345,Polyquaternium-10
6355,Glycol stearate
6366,Stearamide AMP
6378,Tetrasodium EDTA
6391,Citric acid
6405,Methylchloroisothiazolinon
6420,Methylisothiazolinone
6436,Sodium chloride
6453,Fragrance
6471,Blue colrant
6400,정제수
6401,Sodium Laureth Sulfate
6403,Sodium lauryl sulfate
6406,Cocamidopropyl Betaine
6410,Lauramide DEA
6415,Panthenol
6421,Aloe barbaednsis gel
6428,Wheat germ oil
6436,Sesame oil
6445,Polyquaternium-10
6455,Glycol stearate
6466,Stearamide AMP
6478,Tetrasodium EDTA
6491,Citric acid
6505,Methylchloroisothiazolinon
6520,Methylisothiazolinone
6536,Sodium chloride
6553,Fragrance
6571,Blue colrant
6590,Yellow 5(FD C Yellow No.6)
6500,Water
6501,Dicocoylethyl Hydroxyethlmonium Methosul
6503,Cocoglucoside
6506,Glyceryl oleate
6510,Polysorbate 20
6515,Propylene glycol
6521,Hydrolyaed Wheat Protein
6528,Tetrasodium EDTA
6536,DMDM Hydantoin
6545,Iodopropynyl butyl carbamate
6555,Fragrance
6600,정제수
6601,Sodium Laureth Sulfate
6603,Sodium lauryl sulfate
6606,Cocamidopropyl Betaine
6610,Lauramide DEA
6615,Panthenol
6621,Aloe barbaednsis gel
6628,Wheat Germ
6636,Sesame oil
6645,Polyquaternium-10
6655,Glycol stearate
6666,Stearamide AMP
6678,Tetrasodium EDTA
6691,Citric acid
6705,Methylchloroisothiazolinon
6720,Methylisothiazolinone
6736,Sodium chloride
6753,Fragrance
6771,Blue colrant
6790,Yellow 5(FD C Yellow No.6)
6810,Yellow 6
6700,정제수
6701,Chlorine Dioxide
6703,Citric acid
6706,Coenzyme Q10
6710,Vitamin C
6715,Sodium citrate
6721,Zinc Acetate
6728,Sodium hydroxide
6736,Chlorophyll
6800,정제수
6801,Chlorine Dioxide
6803,Xanthan gum
6806,Chamomilla recutita extract
6810,Aloe barbaednsis gel
6815,Chlorophyll
6821,Sodium hydroxide
6828,Citric acid
6836,Zinc Acetate
6845,Coenzyme Q10
6855,Vitamin C
6866,Peppermint essential oil
6878,Sodium citrate
6900,정제수
6901,Glyceryl monostearate
6903,Chlorine Dioxide
6906,Sodium hydroxide
6910,Coenzyme Q10
6915,Vitamin C
6921,Chlorophyll
7000,Cetylpyridinium chloride
7001,Ethanol
7003,EDTA
7006,Glycerine
7010,Polyoxyethylene hydrogenated castor oil
7015,Sodium benzoate
7021,Potassium sorbate
7028,Menthol
7036,Xylitol
7045,Allantoin
7055,조합향료
7066,나노실버
7078,청색1호
7091,황색4호
7105,정제수
7100,Propylene glycol
7101,Malic acid
7103,Benzoic acid
7106,Salicylic acid
7110,Lactic acid
7115,Cocamidopropyl Betaine
7121,EDTA
7128,Allantoin
7136,Sodium PCA
7145,Ethanol
7155,Polyoxyethylene hydrogenated castor oil
7166,Eucalyptus Globulus Leaf Oil
7178,나노실버
7191,정제수
7200,Sodium polyoxyethylene laurylether sulfate
7201,Propylene glycol
7203,Ethanol
7206,Imidazolidinyl urea
7210,EDTA
7215,Sodium benzoate
7221,Potassium sorbate
7228,Camphor
7236,황색4호
7245,나노실버
7255,정제수
7301,에탄올(KQC)
7305,디나트륨이디티에이(KQC)
7310,조합향료(별규)
7316,"나노실버(ICID, 은으로서 0.3mg)"
7323,정제수(KQC)
7331,벤조산나트륨(KQC)
7340,코카미도프로필베타인(KQC)
7350,폴리소르베이트60(KQC)
7401,에탄올(KQC)
7405,디나트륨이디티에이(KQC)
7410,조합향료(별규)
7416,"나노실버(ICID, 은으로서 0.3mg)"
7423,정제수(KQC)
7431,벤조산나트륨(KQC)
7440,코카미도프로필베타인(KQC)
7450,폴리소르베이트60(KQC)
7501,에탄올(KQC)
7506,조합향료(별규)
7512,"나노실버(ICID, 은으로서 0.3mg)"
7519,정제수(KQC)
7527,벤조산나트륨(KQC)
7536,디나트륨이디티에이(KQC)
7546,코카미도프로필베타인(KQC)
7557,폴리소르베이트60(KQC)
7600,Abbreviation
7700,Abbreviation
7800,Abbreviation
7900,Abbreviation
8000,정제수
8001,Ethylenediaminetetraacetic acid disodium salt
8003,Oat Flour
8006,Alcohol Ethoxy Sulfate
8010,Disodium laureth sufosuccinate
8015,Coconut fatty acid diethanolamine
8021,Methyl paraben
8028,Propyl paraben
8036,Fragrance
8045,Sodium chloride
8055,Dye
8066,Dye
8078,Protein
8091,DMDM Hydantoin
8100,정제수
8101,Hydroxyethyl cellulose
8103,Methyl paraben
8106,Propyl paraben
8110,Steralkonium chloride
8115,Alcohol Ethoxy Sulfate
8121,Lanoline
8128,Distyryl Biphenyl Derivative
8136,Sodium chloride
8145,Dye
8155,Dye
8166,DMDM Hydantoin
8178,Mineral oil
8191,Refatting Agent
8205,Pearlizer
8200,정제수
8201,Protein
8203,Hydroxyethyl cellulose
8206,Methyl paraben
8210,Propyl paraben
8215,Steralkonium chloride
8221,Cetearyl alcohol
8228,Lanoline
8236,Fragrance
8245,Refatting Agent
8255,Mineral oil
8266,DMDM Hydantoin
8278,Pearlizer
8300,"정제수(Deionized water, ICID)"
8301,"디메티콘코폴리올(Dimethicone copolyol, ICID)"
8303,"스테아라미도프로필다이메틸아민(Stearamidopropyl dimethylamine, ICID)"
8306,"아이소스테아레스-20(Isosteareth-20, ICID)"
8310,"쿼터늄-15(Quaternium 15, ICID)"
8315,"향료(Fragrance, ICID)"
8400,정제수
8401,Mineral oil
8403,Propylene glycol
8406,Oleth-10
8410,Hydrolyzed silk
8415,Oleth-5
8421,Octyl Methoxycinnamate
8428,Methyl paraben
8436,Propyl paraben
8445,Diazolidinyl urea
8455,Parfum
8500,정제수
8501,Sodium polyoxyethylene laurylether sulfate
8503,Propylene glycol
8506,Disodium EDTA
8510,Hydrolyzed silk
8515,Panthenol
8521,Polysorbate 20
8528,Vitamin E-acetate
8536,Lemon Grass Extract
8545,Sage extract
8555,Vitamin C
8566,Methyl paraben
8578,Propyl paraben
8591,Diazolidinyl urea
8600,정제수
8601,Dicetyidimonium Chloride
8603,Acetamide MEA
8606,Lactamide MEA
8610,Lauryl Pyrrolidone
8615,Panthenol
8621,Propylene glycol
8628,Diazolidinyl urea
8636,Methyl paraben
8645,Propyl paraben
8655,Methylisothiazolinone
8666,Algae extracts
8678,Aloe
8691,Lavender extract
8705,Parfum
8700,Sodium polyoxyethylene laurylether sulfate(KQC)
8701,Glycol distearate(KQC)
8704,Sodium lauryl sulfate solution(KQC)
8708,Cocamidopropyl Betaine(KQC)
8713,Citric acid(KQC)
8719,Sodium benzoate(KQC)
8726,Phenoxyethanol(KQC)
8734,Chlorhexidine Gluconate Solution(KP)
8743,Sage extract(KQC)
8753,Guar hydroxypropyltrimonium chloride(KQC)
8764,Carbomer(KQC)
8776,Aloe Vera Gel(KQC)
8789,Sodium hydroxide(KQC)
8803,Fragrance(HN-PT 1603)(별첨규격)
8818,Butylhydroxytoluene(KQC)
8834,Dimethicone and Laureth-23 and Laureth-3(ICID)
8851,Soluble Collagen(ICID)
8869,Green tea extract(KQC)
8888,PEG-7 Glyceryl Cocoate(ICID)
8910,Mulberry Root Extract(KQC)
8934,청색1호(식약처고시 제98-42호)
8959,황색4호(식약처고시 제98-42호)
8985,Sodium chloride(KQC)
9012,Water(KQC)
9040,Betaine(ICID)
8800,Ethanol
8801,Methyl paraben
8803,Imidazolidinyl urea
8806,Sodium polyoxyethylene laurylether sulfate
8810,Polysorbate 20
8815,Rosmarinus Officinalis
8821,Cyclodextrin
8828,Sodium Barcarbenate
8836,Citric acid
8845,Propylene glycol
8855,Matricaria chamomilla
8866,Hamamelis virginiana
8878,퍼니카그라나튬바크익스트랙트
8891,상백피추출물
8905,Dimethicone
8920,정제수
8900,Isopropanol
8901,Cyclodextrin
8903,PEG-40 hydrogenated castor oil
8906,Disodium edetate
8910,Citric acid
8915,조합향료
8921,정제수
9000,정제수
9001,Boric acid
9003,Propylene glycol
9006,Glycerine
9010,Polysorbate 20
9015,Acetic acid
9021,Tromethamine
9028,Fragrance
9100,Water (Aqua)
9101,Boric acid
9103,Propylene glycol
9106,Glycerine
9110,Polysorbate 20
9115,Acetic acid
9121,Trolamine NF
9128,Peach Fragrance
9200,정제수
9201,SD alcohol
9203,Sorbitol
9206,PVM/MA Decadiene Crosspolymer
9210,Acetic acid
9215,C11-15 Pareth 12
9221,Flavor
9228,Methyl paraben
9236,Tromethamine
9245,Sodium benzoate
9255,Sodium hexametaphosphate
9300,정제수
9301,Alcohol
9303,Sorbitol
9306,C11-15 Pareth 12
9310,Acetic acid
9315,Flavor
9321,Methyl paraben
9328,Sodium benzoate
9336,Tromethamine
9345,Sodium hexametaphosphate
9400,Disodium edetate
9401,Tromethamine
9403,Distilled water
9406,Tromethamine
9500,Disodium edetate
9501,Tromethamine
9503,Tromethamine
9506,Deionized water
9600,정제수
9601,Glycerine
9603,Aloe Vera Gel
9606,Silicone
9610,Catemol
9615,Apple fragrance
9621,Sodium lactate
9628,Safflower oil
9636,Kathon CG
9645,Boric acid
9655,Acetic acid
9700,정제수
9701,Sodium Laureth Sulfate
9703,Cocamidopropyl Betaine
9706,Boric acid
9710,Acetic acid
9715,Sodium chloride
9721,Apple fragrance
9728,Glydant
9800,정제수
9801,Methocel
9803,Glucamate
9806,Bio-Terge AS-40
9810,Lauramide DEA
9815,Cocamidopropyl Betaine
9821,Glycerine
9828,Safflower oil
9836,Kathon CG
9845,Sodium lactate
9855,Citric acid
9866,Colloidal Oatmeal
9900,정제수
9901,Glycerine
9903,Aloe
9906,Silicone
9910,Catemol
9915,Fragrance
9921,Sodium lactate
9928,Safflower oil
9936,Kathon CG
9945,Colloidal Oatmeal
10000,정제수
10001,Sodium Laureth Sulfate
10003,Cocamidopropyl Betaine
10006,Sodium chloride
10010,Fragrance
10015,Sulfur
10021,Salicylic acid
10028,Coconut
10036,Tromethamine
10100,Water (Aqua)
10101,Mg Al Silicate NF
10103,Methocel
10106,Benzoyl peroxide
10110,Sulfur
10115,Salicylic acid
10121,Tocopheryl Acetate
10128,Laureth-12
10136,Bioterge AS-40
10145,Ammonium lauryl sulfate
10155,Linoleamide
10166,Fragrance
10178,Citric acid
10191,Salt
10200,정제수
10201,Methocel
10203,Glucamate
10206,AOS40
10210,Lauramide DEA
10215,Cocamidopropyl Betaine
10221,Glycerine
10228,Safflower oil
10236,Coconut
10245,Kathon CG
10255,Sodium lactate
10266,Citric acid
10278,Salt
10300,Betaine(ICID)
10301,Carbomer(KQC)
10303,Guar hydroxypropyltrimonium chloride(KQC)
10306,Sodium polyoxyethylene laurylether sulfate(KQC)
10310,Cocamidopropyl Betaine(KQC)
10315,Citric acid(KQC)
10321,Sodium lauryl sulfate solution(KQC)
10328,Glycol distearate(KQC)
10336,Sodium hydroxide(KQC)
10345,Dimethicone and Laureth-23 and Laureth-3(ICID)
10355,PEG-7 Glyceryl Cocoate(ICID)
10366,Sodium benzoate(KQC)
10378,Phenoxyethanol(KQC)
10391,Chlorhexidine Gluconate solution(KP)
10405,황색4호(식약처고시 제98-42호)
10420,청색1호(식약처고시 제98-42호)
10436,Fragrance(HN-PT 00867호)(별첨규격)
10453,Butylhydroxytoluene(KQC)
10471,Soluble Collagen(ICID)
10490,Green tea extract(KQC)
10510,Sage extract(KQC)
10531,Aloe Vera Gel(KQC)
10553,Mulberry Root Extract(KQC)
10576,Sodium chloride(KQC)
10600,Water(KQC)
10625,Avena Sativa (Oat) Meal Extract(ICID)
10651,Portulaca Oleracea Extract(ICID)
10678,Betula Platyphylla Japonica Juice(ICID)
10400,Polysorbate 20(KQC)
10401,Alcohol(KQC)
10403,Triclosan(KP)
10406,Triethanolamine(KQC)
10410,Carbomer(KQC)
10415,Glycerine(KQC)
10421,Green tea extract(KQC)
10428,Sage extract(KQC)
10436,Punica granatum bark extract(ICID)
10445,Aloe Vera Gel(KQC)
10455,Mulberry Root Extract(KQC)
10466,"Fragrance(HN-PT 1156,별규)"
10478,황색 4호(식약처고시 제98-42호)
10491,황색5호
10505,Water(KQC)
10521,Methylparben(KQC)
10500,정제수
10501,Hydrolyaed Wheat Protein
10503,Colloidal Oatmeal
10506,Vitamin E-acetate
10800,Polyquaternium-7
10801,Ammonium Lauryl Sulfate Solution
10803,Sodium Laureth Sulfate
10806,Cocamidopropyl Betaine
10810,Guar hydroxypropyltrimethyl ammonium chloride
10815,Hydroxyethyl cellulose
10821,Povidone iodine
10828,Disodium edetate
10836,Methyl chloro isothiazolinone/Methyl isothiazolinone
10845,Methyl parahydroxybenzoate
10855,Vitamin E
10866,Hydrolyzed keratin protein
10878,비스 피지 아모디메치콘
10891,Triethanolamine
10905,Pinus Pumilio Leaf Extract(솔잎 추출물)
10920,조합향료
10936,정제수
10900,Polyquaternium-10
10901,Ammonium Lauryl Sulfate Solution
10903,Sodium Laureth Sulfate
10906,Cocamidopropyl Betaine
10910,Cocamide DEA
10915,Cetanol
10921,Sodium Benzotriazolyl Buthylphenol Sulfonate
10928,Disodium edetate
10936,Methyl chloro isothiazolinone/Methyl isothiazolinone
10945,Methyl parahydroxybenzoate
10955,Vitamin E
10966,Hydrolyzed keratin protein
10978,비스 피지 아모디메치콘
10991,Strawberry extract
11005,Citric acid
11020,Sodium chloride
11036,조합향료
