코드,업체명,제품명,단위,수리일자,약효분류,적응증,축종명칭
100010-A-0013,삼양애니팜,아이지-원샷 F,KG,2009-10-22,DA22103H111,바실러스서브틸리스,소
100010-A-0014,삼양애니팜,아이지-원샷현탁제,KG,2009-10-22,DA22102H111,바실러스코아귤란스,소
100010-A-0015,삼양애니팜,아이지-피그액,L,2009-10-22,DA22102B111,바실러스코아귤란스,돼지
200042-A-0015,한국조에티스,오티-클렌스,L,2009-10-21,KC60100B132,귀세척제,개/강아지/고양이
100139-A-0058,솔레오코스메틱,펫 스타일 프로페셔널 샴푸,L,2009-10-15,KC20100B131,세척용샴푸,개/강아지/고양이
100014-A-0026,성원,비타 펠렛,KG,2009-10-14,HZ22901E131,기타영양공급약,소/돼지/닭
100127-A-0082,펫퍼스,쇼니 화이트 샴푸,L,2009-10-14,KC20100B121,세척용샴푸,개/강아지
100127-A-0083,펫퍼스,쇼니 일반용 샴푸,L,2009-10-14,KC20100B131,세척용샴푸,개/강아지/고양이
100127-A-0084,펫퍼스,쇼니 오트밀 샴푸,L,2009-10-14,KC20100B131,세척용샴푸,개/강아지/고양이
100127-A-0085,펫퍼스,쇼니 고양이용 샴푸,L,2009-10-14,KC20100B111,세척용샴푸,고양이
100127-A-0086,펫퍼스,알비 향균 탈취제(파파야향),L,2009-10-14,KC80003B131,애완동물악취제거제,개/강아지/고양이
100127-A-0087,펫퍼스,알비 향균 탈취제(베이비파우더향),L,2009-10-14,KC80003B131,애완동물악취제거제,개/강아지/고양이
100148-A-0035,성보펫헬스케어,밀크맥시-에프,KG,2009-10-14,HZ22901A131,기타영양공급약,개/강아지/고양이
100176-A-0020,케이피아이,"체리쉬 약용샴푸(이, 벼룩)",L,2009-10-14,KC20100B131,세척용샴푸,개/강아지/고양이
100148-A-0034,성보펫헬스케어,오티가드 포르테,L,2009-10-12,KC60100B131,귀세척제,개/강아지/고양이
100176-A-0018,케이피아이,체리쉬 린스,L,2009-10-12,KC20300L111,린스,고양이
100176-A-0019,케이피아이,체리쉬 컨디셔너,L,2009-10-12,KC40200B131,코팅제,개/강아지/고양이
200271-A-0052,협성로하스,베츠라이프오랄케어젤,KG,2009-10-12,KC10001O132,구중청량제,개/강아지/고양이
200271-A-0053,협성로하스,베츠라이프오랄케어스프레이,KG,2009-10-12,KC10001B232,구중청량제,개/강아지/고양이
200271-A-0054,협성로하스,베츠라이프오랄케어젤w샐몬오일,KG,2009-10-12,KC10001O132,구중청량제,개/강아지/고양이
100024-A-0008,다원케미칼,테라진,L,2009-10-09,HZ12901B231,기타영양공급약,소/돼지/닭
200270-A-0018,비손에이에이치,꽁포 스프레,L,2009-10-05,KC20100B132,세척용샴푸,개/강아지/고양이
200270-A-0020,비손에이에이치,샴푸앙 시오 두쉐,L,2009-10-05,KC20100B132,세척용샴푸,강아지/개/고양이
200270-A-0021,비손에이에이치,데뮐랑 두쉐,L,2009-10-05,KC40100B132,양모제,개/강아지/고양이
200270-A-0022,비손에이에이치,에썽시엘 프로테인,L,2009-10-05,KC20100B132,세척용샴푸,개/강아지/고양이
200270-A-0023,비손에이에이치,블랙 콧 샴푸,L,2009-10-05,KC20100B132,세척용샴푸,개/강아지/고양이
200270-A-0024,비손에이에이치,데미지 콧 샴푸,L,2009-10-05,KC20100B132,세척용샴푸,개/강아지/고양이
200270-A-0025,비손에이에이치,브라이트닝 콘디셔너,L,2009-10-05,KC40100B132,양모제,개/강아지/고양이
200270-A-0026,비손에이에이치,롱 콧 샴푸,L,2009-10-05,KC20100B132,세척용샴푸,개/강아지/고양이
200270-A-0027,비손에이에이치,퍼피 로션,L,2009-10-05,KC40100B122,양모제,개/강아지
200270-A-0028,비손에이에이치,도그 로션,L,2009-10-05,KC40100B122,양모제,개/강아지
200270-A-0029,비손에이에이치,데멀란트 에클라 400,L,2009-10-05,KC40200B132,코팅제,개/강아지/고양이
200270-A-0030,비손에이에이치,데멀란트 액티프 125,L,2009-10-05,KC40200B132,코팅제,개/강아지/고양이
200270-A-0031,비손에이에이치,데멀란트 액티프 400,L,2009-10-05,KC40200B132,코팅제,개/강아지/고양이
100115-A-0043,이엘티사이언스,아미노비타솔루션,L,2009-09-29,HZ22901B131,기타영양공급약,소/돼지/닭
100115-A-0044,이엘티사이언스,프로시드,KG,2009-09-29,MX40007A121,구연산+사과산+주석산+푸마릭산,돼지/닭
100139-A-0053,솔레오코스메틱,펫 스타일 베이비 샴푸,L,2009-09-29,KC20100B131,세척용샴푸,개/강아지/고양이
100139-A-0054,솔레오코스메틱,펫 스타일 컨디셔닝 린스,L,2009-09-29,KC20300B131,린스,개/강아지/고양이
100139-A-0055,솔레오코스메틱,펫 스타일 클렌징 샴푸,L,2009-09-29,KC20100B131,세척용샴푸,개/강아지/고양이
100139-A-0056,솔레오코스메틱,펫 스타일 투인원 샴푸,L,2009-09-29,KC20100B131,세척용샴푸,개/강아지/고양이
100139-A-0057,솔레오코스메틱,펫 스타일 화이트닝 샴푸,L,2009-09-29,KC20100B131,세척용샴푸,고양이/강아지/개
100176-A-0006,케이피아이,체리쉬 구강청정제,L,2009-09-29,KC10001B131,구중청량제,고양이/강아지/개
100176-A-0007,케이피아이,체리쉬 귀세정제,L,2009-09-29,KC60100B131,귀세척제,개/강아지/고양이
100176-A-0008,케이피아이,체리쉬 눈물얼룩지우개,L,2009-09-29,KC60300B131,눈주위세척제,개/강아지/고양이
100176-A-0009,케이피아이,체리쉬 안구세정제,L,2009-09-29,KC60200B131,눈세척제,개/강아지/고양이
100176-A-0010,케이피아이,배변유도제,L,2009-09-29,KC73001B131,배변유도제,개/강아지/고양이
100176-A-0011,케이피아이,체리쉬 이어파우더,KG,2009-09-29,KC60100A131,귀세척제,개/강아지/고양이
100176-A-0012,케이피아이,체리쉬 샴푸린스 겸용,L,2009-09-29,KC20100B131,세척용샴푸,개/강아지/고양이
100176-A-0013,케이피아이,체리쉬 흰개용 샴푸린스 겸용,L,2009-09-29,KC20100B121,세척용샴푸,개/강아지
100176-A-0014,케이피아이,체리쉬 모든개용 샴푸,L,2009-09-29,KC20100B121,세척용샴푸,강아지/개
100176-A-0015,케이피아이,체리쉬 어린개용 샴푸린스 겸용,L,2009-09-29,KC20100B121,세척용샴푸,개/강아지
100176-A-0016,케이피아이,샤뜨 샴푸린스 겸용(자묘용),L,2009-09-29,KC20100B111,세척용샴푸,고양이
100176-A-0017,케이피아이,샤뜨 샴푸린스 겸용(성묘용),L,2009-09-29,KC20100B111,세척용샴푸,고양이
100042-A-0012,서울신약,비비솔,L,2009-09-21,HB83001B131,비타민 A/D3/E,닭/돼지/소
200209-A-0017,디앤제이,"네이쳐 미라클 스테인, 오더 리무버",L,2009-09-21,KC80003B122,애완동물악취제거제,개/강아지
200209-A-0018,디앤제이,네이쳐 미라클 악취제거제 -후레쉬 린넨 향,L,2009-09-21,KC80003B132,애완동물악취제거제,개/강아지/고양이
200209-A-0019,디앤제이,컴플리트 노츄 트레이너 스프레이,L,2009-09-21,KC73006B132,행동개선제,개/강아지/고양이
200209-A-0020,디앤제이,컴플리트 하우스브레이크 트레이너,L,2009-09-21,KC73001B132,배변유도제,개/강아지/고양이
200209-A-0021,디앤제이,프로펫 셀렉트 쉐드 워터리스 샴푸,L,2009-09-21,KC20100B132,세척용샴푸,개/강아지/고양이
200209-A-0022,디앤제이,프로펫 셀렉트 화이트닝 샴푸,L,2009-09-21,KC20100B132,세척용샴푸,개/강아지/고양이
100029-A-0015,에스에프,비고솔루션,L,2009-09-18,HB83001B131,비타민 A/D3/E,소/돼지/닭
100127-A-0077,펫퍼스,펫퍼스 향수 (베이비파우더향),L,2009-09-18,KC80001B131,애완동물용향수,개/강아지/고양이
100127-A-0078,펫퍼스,펫퍼스 향수 (모과향),L,2009-09-18,KC80001B131,애완동물용향수,고양이/강아지/개
100127-A-0079,펫퍼스,펫퍼스 향수 (버버리향),L,2009-09-18,KC80001B131,애완동물용향수,고양이/강아지/개
100127-A-0080,펫퍼스,펫퍼스 향수 (복숭아향),L,2009-09-18,KC80001B131,애완동물용향수,개/강아지/고양이
100127-A-0081,펫퍼스,펫퍼스 향수 (쟈스민향),L,2009-09-18,KC80001B131,애완동물용향수,개/강아지/고양이
100034-A-0017,한국썸벧,수호천사,KG,2009-09-14,DA25101H111,장내균,소
100176-A-0001,케이피아이,체리쉬 항균 탈취제(파우더향),L,2009-09-14,KC80003B121,애완동물악취제거제,개/강아지
100176-A-0002,케이피아이,체리쉬 항균 탈취제(라벤더향),L,2009-09-14,KC80003B131,애완동물악취제거제,개/강아지/고양이
100176-A-0003,케이피아이,체리쉬 항균 탈취제(복숭아향),L,2009-09-14,KC80003B131,애완동물악취제거제,개/강아지/고양이
100176-A-0004,케이피아이,체리쉬 항균 탈취제(쟈스민향),L,2009-09-14,KC80003B131,애완동물악취제거제,개/강아지/고양이
100176-A-0005,케이피아이,체리쉬 항균 탈취제(파파야향),L,2009-09-14,KC80003B131,애완동물악취제거제,개/강아지/고양이
200291-A-0001,두리무역,뉴참,KG,2009-09-14,KC60900O132,기타세척제,강아지/고양이/개
100014-A-0025,성원,락토아이지와이,KG,2009-09-11,DA22103H111,바실러스서브틸리스,소
100018-A-0034,이화팜텍,윌로벳 후프케어,KG,2009-09-11,HZ22901A111,기타영양공급약,말
100020-A-0003,이글벳,비타폴트-플러스,KG,2009-09-09,HZ22901A231,기타영양공급약,소/돼지/닭
100024-A-0007,다원케미칼,테라파워솔,L,2009-09-09,HZ22901B131,기타영양공급약,소/돼지/닭
100037-A-0012,유니바이오테크,림프-페론액,L,2009-09-09,HZ22201B161,광물질공급약,소/돼지/닭/개/산양/면양
100024-A-0006,다원케미칼,울트라판토닉,L,2009-09-07,HZ22901B131,기타영양공급약,소/돼지/닭
100036-A-0004,제이비동물약품,청정팜 2B,KG,2009-09-01,DA22310A131,바실러스서브틸리스+바시러스리체니포르미스,닭/돼지/소
100126-A-0083,씨앤앤코스메틱,안심케어 진드기 탈취제 - 피톤치드 향,L,2009-09-01,KC70001B121,해충 퇴치제,개/강아지
100095-A-0095,크린피스,헬로도기 노블 트리트먼트향수(샤넬),L,2009-08-26,KC80001B131,애완동물용향수,개/강아지/고양이
100095-A-0096,크린피스,헬로도기 노블 트리트먼트향수(플로랄),L,2009-08-26,KC80001B131,애완동물용향수,개/강아지/고양이
100095-A-0097,크린피스,노블파워캡슐 일반용 삼푸 린스,L,2009-08-26,KC20100B131,세척용샴푸,개/강아지/고양이
100095-A-0098,크린피스,노블파워캡슐 강아지용 삼푸 린스,L,2009-08-26,KC20100B131,세척용샴푸,개/강아지/고양이
100095-A-0099,크린피스,노블파워캡슐 백모용 삼푸 린스,L,2009-08-26,KC20100B131,세척용샴푸,개/강아지/고양이
100127-A-0072,펫퍼스,쏘아베 은나노 안구세정제,L,2009-08-26,KC60200B131,눈세척제,개/강아지/고양이
100127-A-0073,펫퍼스,쏘아베 은나노 눈물얼룩지우개,L,2009-08-26,KC60400B131,얼룩제거제,개/강아지/고양이
100127-A-0074,펫퍼스,쏘아베 은나노 귀세정제,L,2009-08-26,KC60200B131,눈세척제,강아지/고양이/개
100127-A-0075,펫퍼스,쏘아베 은나노 구강청정제,L,2009-08-26,KC10001B131,구중청량제,개/강아지/고양이
100127-A-0076,펫퍼스,와우녹차치약,KG,2009-08-26,KC12001O121,치약,개/강아지
100115-A-0042,이엘티사이언스,액시솔루션,L,2009-08-19,MX30117B121,젖산+초산+구연사,돼지/닭
100014-A-0024,성원,헬스팜,KG,2009-08-18,HZ22901A181,기타영양공급약,소/돼지/닭/말/오리/산양/면양/칠면조
100029-A-0014,에스에프,비고민,L,2009-08-18,HB83001B231,비타민 A/D3/E,소/돼지/닭
100018-A-0033,이화팜텍,윌로벳 바이오 E,KG,2009-08-17,DA29301A111,간균+유산균+효모,말
100139-A-0052,솔레오코스메틱,코끼리 발라 먹는 치약,KG,2009-08-17,KC12001O121,치약,개/강아지
100016-A-0017,삼우메디안,다이아몬드 비타,L,2009-08-10,HB84001B151,비타민A+D3+E+B12,닭/돼지/소/개/고양이
100002-A-0004,우성양행,파워믹스 플러스,KG,2009-08-07,HZ22901A131,기타영양공급약,소/돼지/닭
100006-A-0024,고려비엔피,노바솔 AD3EC,L,2009-08-07,HB84003B131,비타민 A/D3/E/C,소/돼지/닭
100006-A-0025,고려비엔피,스타-C,KG,2009-08-07,HB13101A111,비타민 C,어류
100018-A-0032,이화팜텍,상그로비트-아이엠,KG,2009-08-07,HB82003A131,비타민 A/D3,소/돼지/닭
100095-A-0092,크린피스,노블 탈취제(라벤더),L,2009-08-07,KC80003B121,애완동물악취제거제,개/강아지
100095-A-0093,크린피스,노블 탈취제(파파야),L,2009-08-07,KC80003B121,애완동물악취제거제,개/강아지
100095-A-0094,크린피스,노블 안구세정 눈물얼룩지우개,L,2009-08-07,KC60400B121,얼룩제거제,개/강아지
100156-A-0007,에이피에스,메가믹스,KG,2009-08-07,HZ22901A131,기타영양공급약,소/돼지/닭
100156-A-0008,에이피에스,메가믹스양계용,KG,2009-08-07,HZ22901A111,기타영양공급약,닭
100014-A-0022,성원,린칼 AD3E 펠렛,KG,2009-08-05,HZ22901A131,기타영양공급약,소/돼지/닭
100014-A-0023,성원,비타피드-펠렛,KG,2009-08-05,HZ22901A111,기타영양공급약,소
100091-A-0003,참신홀딩스,후레쉬믹스,KG,2009-07-30,HZ22901A111,기타영양공급약,소
100091-A-0002,참신홀딩스,골드비타,KG,2009-07-27,HZ22901A231,기타영양공급약,소/돼지/닭
100009-A-0030,진우약품,윈-비타솔,L,2009-07-22,HZ22901B121,기타영양공급약,돼지/닭
100009-A-0031,진우약품,비타킹-미네(액),L,2009-07-22,HZ22901B121,기타영양공급약,돼지/닭
100009-A-0032,진우약품,비타솔골드-AD3E,L,2009-07-22,HB83001B121,비타민 A/D3/E,닭/돼지
200022-A-0531,한국동물약품공업협동조합,호호바 앤 바질 에브리데이 샴푸,L,2009-07-22,KC20100B122,세척용샴푸,개/강아지
200022-A-0532,한국동물약품공업협동조합,로즈마리 앤 페퍼민트 아로마 탈취 스프레이,L,2009-07-22,KC80003B122,애완동물악취제거제,개/강아지
200022-A-0533,한국동물약품공업협동조합,알로에 앤 라벤더 아로마 탈취 스프레이,L,2009-07-22,KC80003B122,애완동물악취제거제,개/강아지
200022-A-0534,한국동물약품공업협동조합,라벤더 앤 세더우드 아로마 탈취 스프레이,L,2009-07-22,KC80003B122,애완동물악취제거제,개/강아지
200022-A-0535,한국동물약품공업협동조합,셔버터 앤 아보카도 발 보습제,KG,2009-07-22,KC90001O122,애완동물용보습제,개/강아지
200022-A-0536,한국동물약품공업협동조합,스윗아몬드 앤 알로에 아로마 이어클리너,L,2009-07-22,KC60100B122,귀세척제,개/강아지
200022-A-0537,한국동물약품공업협동조합,아로마 구강 청결 젤(페퍼민트 앤 유칼리),L,2009-07-22,KC10001B122,구중청량제,개/강아지
200022-A-0538,한국동물약품공업협동조합,베딩블리스 소취제,L,2009-07-22,KC80003B122,애완동물악취제거제,개/강아지
200022-A-0539,한국동물약품공업협동조합,조지글로스 샤이닝 스프레이,L,2009-07-22,KC40100B122,양모제,개/강아지
200022-A-0540,한국동물약품공업협동조합,비트 잇 페스트프리 스프레이,L,2009-07-22,KC80003B122,애완동물악취제거제,개/강아지
200022-A-0541,한국동물약품공업협동조합,오렌지 앤 베르가모 아로마 탈취 스프레이,L,2009-07-22,KC80003B122,애완동물악취제거제,개/강아지
200022-A-0542,한국동물약품공업협동조합,루시스 락스 디탱글 스프레이,L,2009-07-22,KC20300B122,린스,개/강아지
200022-A-0543,한국동물약품공업협동조합,알로에 앤 라벤더 퍼피 샴푸,L,2009-07-22,KC20100B122,세척용샴푸,개/강아지
200022-A-0544,한국동물약품공업협동조합,알로에 앤 라벤더 퍼피 컨디셔너,L,2009-07-22,KC20300B122,린스,개/강아지
200022-A-0546,한국동물약품공업협동조합,탄제린 앤 코코아버터 샤이닝 컨디셔너,L,2009-07-22,KC20300B122,린스,개/강아지
200022-A-0547,한국동물약품공업협동조합,호호바 앤 라벤더 에브리데이 컨디셔너,L,2009-07-22,KC20300B122,린스,개/강아지
100018-A-0031,이화팜텍,키토마린 플러스,KG,2009-07-20,HZ22901A111,기타영양공급약,어류
100018-A-0029,이화팜텍,비타포스 종합,KG,2009-07-15,HZ22901A161,기타영양공급약,소/돼지/닭/말/산양/면양
100018-A-0030,이화팜텍,비타포스 양돈,KG,2009-07-15,HZ22901A111,기타영양공급약,돼지
100031-A-0011,제일바이오,헤모랄,KG,2009-07-15,HZ12901A171,기타영양공급약,소/돼지/닭/말/개/산양/면양
100115-A-0041,이엘티사이언스,포크마블,KG,2009-07-15,HD93005A111,철+망간+크롬,돼지
100126-A-0078,씨앤앤코스메틱,도기 매니아 트리트먼트 린스,L,2009-07-14,KC20300B121,린스,개/강아지
100126-A-0079,씨앤앤코스메틱,도기 매니아 트리트먼트 샴푸,L,2009-07-14,KC20100B121,세척용샴푸,개/강아지
100126-A-0080,씨앤앤코스메틱,도기 매니아 린스겸용샴푸-유색견,L,2009-07-14,KC20100B121,세척용샴푸,개/강아지
100126-A-0081,씨앤앤코스메틱,도기 매니아 린스겸용샴푸-백모용,L,2009-07-14,KC20100B121,세척용샴푸,개/강아지
100126-A-0082,씨앤앤코스메틱,도기 매니아 린스겸용샴푸-자견용,L,2009-07-14,KC20100B121,세척용샴푸,개/강아지
100095-A-0089,크린피스,도기스프레이 일반애완용 삼푸린스,L,2009-07-13,KC20100B131,세척용샴푸,개/강아지/고양이
100095-A-0090,크린피스,도기스프레이 어린애완용 삼푸린스,L,2009-07-13,KC20100B131,세척용샴푸,개/강아지/고양이
100095-A-0091,크린피스,도기스프레이 하얀애완용 삼푸린스,L,2009-07-13,KC20100B131,세척용샴푸,개/강아지/고양이
100014-A-0021,성원,성원 베타린,KG,2009-07-09,HZ22901A171,기타영양공급약,소/돼지/닭/말/개/산양/면양
100016-A-0016,삼우메디안,사카로자임,KG,2009-07-09,DZ30023A131,효모+간균+효소,소/돼지/닭
100010-A-0012,삼양애니팜,삼양 비타플러스산,KG,2009-07-07,HZ22901A111,기타영양공급약,닭
100018-A-0028,이화팜텍,맥스파워2호,KG,2009-07-07,DA29301A111,간균+유산균+효모,어류
100003-A-0011,대한뉴팜,네오비타린칼 V,KG,2009-07-06,HZ22901A171,기타영양공급약,소/돼지/닭/말/개/산양/면양
100010-A-0009,삼양애니팜,비오 3-에이스산,KG,2009-06-29,DA29306A131,연쇄상구균+간균+클로스트리디움,소/돼지/닭
100010-A-0010,삼양애니팜,비오 3-피지산,KG,2009-06-29,DA29306A111,연쇄상구균+간균+클로스트리디움,돼지
100010-A-0011,삼양애니팜,수산용 도아라제 하이산,KG,2009-06-29,DA29306A111,연쇄상구균+간균+클로스트리디움,어류
100034-A-0016,한국썸벧,썸벧 비타플러스-원,KG,2009-06-29,HZ12901A131,기타영양공급약,돼지/닭/오리
100127-A-0068,펫퍼스,쇼니 화이트 샴푸린스 겸용,L,2009-06-29,KC20100B121,세척용샴푸,개/강아지
100127-A-0069,펫퍼스,"쇼니 이, 벼룩 약용 샴푸",L,2009-06-29,KC20200B121,약용샴푸,개/강아지
100127-A-0070,펫퍼스,쇼니 일반샴푸린스겸용,L,2009-06-29,KC20100B121,세척용샴푸,개/강아지
100127-A-0071,펫퍼스,쇼니 자견용 샴푸린스 겸용,L,2009-06-29,KC20100B121,세척용샴푸,개/강아지
100114-A-0100,로쎄앙,더실버 쥐눈이콩 투웨이 펫샴푸,KG,2009-06-23,KC20100B121,세척용샴푸,개/강아지
100114-A-0101,로쎄앙,더그린 쥐눈이콩 허브 펫샴푸,KG,2009-06-23,KC20100B121,세척용샴푸,개/강아지
200066-A-0002,베토퀴놀코리아,아조딜,TCAP,2009-06-23,HZ12901P122,기타영양공급약,개/고양이
200209-A-0012,디앤제이,8 IN 1 프로펫 티어리스 퍼피 샴푸,L,2009-06-10,KC20100B122,세척용샴푸,개/강아지
200209-A-0013,디앤제이,퍼펙트 코트 널싱 네츄럴 샴푸 - 고양이용,L,2009-06-10,KC20100B112,세척용샴푸,고양이
200209-A-0014,디앤제이,퍼펙트 코트 스튜디오 센스티브 모이스춰링 샴푸,L,2009-06-10,KC20100B122,세척용샴푸,개/강아지
200209-A-0015,디앤제이,"퍼펙트 코트 화이트 펄 샴푸, 컨디셔너",L,2009-06-10,KC20100B122,세척용샴푸,개/강아지
200209-A-0016,디앤제이,8 in 1 프로 펫 코트 샤인 샴푸,L,2009-06-10,KC20100B122,세척용샴푸,개/강아지
100033-A-0009,코미팜,오아시스,KG,2009-06-09,HZ21001A161,전해질교정약,닭/소/돼지/말/산양/면양
100042-A-0011,서울신약,바이타솔액,L,2009-06-09,HB83001B131,비타민 A/D3/E,소/돼지/닭
200209-A-0003,디앤제이,8 IN 1 퍼펙트 코트 컨디셔닝 린스,L,2009-06-09,KC20300B122,린스,개/강아지
200209-A-0004,디앤제이,8 in 1 티어리스 프로테인 샴푸,L,2009-06-09,KC20100B122,세척용샴푸,개/강아지
200209-A-0005,디앤제이,"8 in 1 허브 샴푸, 컨디셔너",L,2009-06-09,KC20100B122,세척용샴푸,개/강아지
200209-A-0006,디앤제이,8 in 1 퍼펙트 코트 퍼피 샴푸,L,2009-06-09,KC20100B122,세척용샴푸,개/강아지
200209-A-0007,디앤제이,8 in 1클리어초이스그루밍스프레이,L,2009-06-09,KC40200B122,코팅제,개/강아지
200209-A-0008,디앤제이,8 IN 1 퍼펙트 코트 네츄럴 오트밀 샴푸,L,2009-06-09,KC20100B122,세척용샴푸,개/강아지
200209-A-0009,디앤제이,8 in 1 코코넛 파인애플 스프레이,L,2009-06-09,KC40200B122,코팅제,개/강아지
200209-A-0010,디앤제이,8 in 1 프로펫 프레쉬닝 스프레이 - 바닐라 복숭아향,L,2009-06-09,KC40200B122,코팅제,강아지/개
200209-A-0011,디앤제이,엑셀 헤어볼 레미디 몰트 플레버 페이스트,KG,2009-06-09,KC40100O112,양모제,고양이
200214-A-0064,펫트코리아,스파 티어스테인 리무버 눈물자국지우개,L,2009-06-05,KC60400B132,얼룩제거제,개/강아지/고양이
200214-A-0065,펫트코리아,스파 컴포트 코롱,L,2009-06-05,KC80001B132,애완동물용향수,개/강아지/고양이
200214-A-0066,펫트코리아,스파 리뉴 코롱,L,2009-06-05,KC80001B132,애완동물용향수,강아지/개/고양이
200214-A-0067,펫트코리아,스파 후레쉬 코롱,L,2009-06-05,KC80001B132,애완동물용향수,개/강아지/고양이
200214-A-0068,펫트코리아,스파 브루네트 샴푸,L,2009-06-05,KC20100B132,세척용샴푸,개/강아지/고양이
200214-A-0069,펫트코리아,스파 블론디 샴푸,L,2009-06-05,KC20100B132,세척용샴푸,개/강아지/고양이
200214-A-0070,펫트코리아,스파 화이트  샴푸,L,2009-06-05,KC20100B132,세척용샴푸,개/강아지/고양이
200214-A-0071,펫트코리아,스파 블랙 샴푸,L,2009-06-05,KC20100B132,세척용샴푸,개/강아지/고양이
200214-A-0072,펫트코리아,스파 컨디셔너,L,2009-06-05,KC20100B132,세척용샴푸,개/강아지/고양이
100095-A-0086,크린피스,도기 일반애완용 삼푸 린스,L,2009-06-03,KC20100B131,세척용샴푸,강아지/고양이/개
100095-A-0087,크린피스,도기 어린애완용 삼푸 린스,L,2009-06-03,KC20100B131,세척용샴푸,개/강아지/고양이
100095-A-0088,크린피스,도기 하얀애완용 삼푸 린스,L,2009-06-03,KC20100B131,세척용샴푸,개/강아지/고양이
100106-A-0014,넬바이오텍,넬-토코파워,KG,2009-06-03,HZ22901A131,기타영양공급약,소/돼지/닭
200068-A-0007,동화축산,비타쥬 플러스,L,2009-06-03,HZ22901B172,기타영양공급약,소/돼지/말/면양/닭/토끼/칠면조
100037-A-0009,유니바이오테크,아이지-케어,KG,2009-05-29,DA22103B111,바실러스서브틸리스,소
100037-A-0010,유니바이오테크,아이지-헬퍼,KG,2009-05-29,DA22103B111,바실러스서브틸리스,소
100037-A-0011,유니바이오테크,이뮤노-케어,KG,2009-05-29,HZ22901A151,기타영양공급약,돼지/닭/소/오리/칠면조
100003-A-0010,대한뉴팜,아쿠아 리버토닉,KG,2009-05-28,HC19101A211,글루타치온,어류
100014-A-0020,성원,글루코베타 슬림,KG,2009-05-28,HZ22901A131,기타영양공급약,소/돼지/닭
100034-A-0015,한국썸벧,아이지락 송아지용,KG,2009-05-28,DA22103H111,바실러스서브틸리스,소
100009-A-0028,진우약품,비타킹멀티-솔,L,2009-05-14,HZ22901B231,기타영양공급약,소/돼지/닭
100009-A-0029,진우약품,비타킹플러스 산,KG,2009-05-14,HZ22901A231,기타영양공급약,소/돼지/닭
100016-A-0014,삼우메디안,다이오리트,KG,2009-05-14,HZ22901A121,기타영양공급약,소/닭
100016-A-0015,삼우메디안,비오그린-A,KG,2009-05-14,DA29307A131,연쇄상구균+간균+유산균,소/돼지/닭
100127-A-0066,펫퍼스,헬로도기 카라 피톤치드 탈취제(파파야향),L,2009-05-14,KC80003B121,애완동물악취제거제,개/강아지
100127-A-0067,펫퍼스,헬로도기 카라 피톤치드 탈취제(베이비파우더향),L,2009-05-14,KC80003B121,애완동물악취제거제,강아지/개
100015-A-0012,녹십자수의약품,베타인쿨,KG,2009-05-12,HZ12901A231,기타영양공급약,소/돼지/닭
100148-A-0033,성보펫헬스케어,네츄리스 스킨앤코트 모이스트 미스트,L,2009-05-12,KC90001B131,애완동물용보습제,개/강아지/고양이
200068-A-0006,동화축산,비타.이 셀,L,2009-05-08,HZ22901B252,기타영양공급약,소/말/닭/산양/면양
100003-A-0008,대한뉴팜,린칼V부록,KG,2009-05-06,HZ22901J111,기타영양공급약,소
100003-A-0009,대한뉴팜,황토 미네랄 부록,KG,2009-05-06,HZ22901J141,기타영양공급약,소/산양/면양/사슴
100006-A-0022,고려비엔피,살토제-150S,KG,2009-05-06,DA29202A131,효모+간균,소/돼지/닭
100006-A-0023,고려비엔피,살토제-600S,KG,2009-05-06,DA29202A131,효모+간균,소/돼지/닭
200129-A-0016,한국엠에스디동물약품,밴드가드 스프레이,L,2009-05-06,KC73004B122,애완용핥음방지제,개/강아지
200129-A-0019,한국엠에스디동물약품,오토크린,L,2009-05-06,KC60100B132,귀세척제,개/강아지/고양이
100034-A-0014,한국썸벧,비타 7582,KG,2009-04-28,HZ22901A111,기타영양공급약,돼지
100042-A-0009,서울신약,원비-W,KG,2009-04-28,HZ22901A131,기타영양공급약,닭/돼지/소
100042-A-0010,서울신약,원비-Mix,KG,2009-04-28,HZ22901A131,기타영양공급약,소/돼지/닭
100018-A-0025,이화팜텍,유한 비타민 1호(젖뗀돼지용),KG,2009-04-24,HZ22101A111,비타민공급약,돼지
100018-A-0026,이화팜텍,유한 비타민 2호(육성비육용),KG,2009-04-24,HZ22101A111,비타민공급약,돼지
100018-A-0027,이화팜텍,유한 비타민 3호(모돈용),KG,2009-04-24,HZ22101A111,비타민공급약,돼지
200202-A-0001,이엘티사이언스,비타민B12 1% 첨가용 유브이,KG,2009-04-21,HZ22101A132,비타민공급약,돼지/소/닭
200282-A-0001,유니드,벡텀 16 이더블유,L,2009-04-17,KC70001B112,해충 퇴치제,기타
100027-A-0007,남전물산,헤파톤,KG,2009-04-15,HC19101A111,글루타치온,어류
100018-A-0024,이화팜텍,올비타 E 플러스,KG,2009-04-08,HZ22901A111,기타영양공급약,말
100127-A-0061,펫퍼스,펫퍼스 은나노 치약,KG,2009-04-08,KC12001O131,치약,고양이/강아지/개
100127-A-0062,펫퍼스,펫퍼스 닥터 덴탈 바르는 치약,KG,2009-04-08,KC12001B131,치약,개/강아지/고양이
100148-A-0032,성보펫헬스케어,포크랜스,L,2009-04-08,KC20100B131,세척용샴푸,개/강아지/고양이
