0,Abbreviation,"['Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation', 'Abbreviation']"
1,Glycerine,"['Glycerine(EP)', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine(KQC)', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine(외품기준)', 'Glycerine(KP)', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine(KQC)', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine(KQC)', 'Glycerine(ICID)', 'Glycerine(KQC)', 'Glycerine', 'Glycerine(글리세린,KQC)', 'Glycerine(장원기)', 'Glycerine(장원기)', 'Glycerine(장원기)', 'Glycerine(장원기)', 'Glycerine(장원기)', 'Glycerine(장원기)', 'Glycerine(장원기)', 'Glycerine(장원기)', 'Glycerine(장원기)', 'Glycerine(장원기)', 'Glycerine(장원기)', 'Glycerine(장원기)', 'Glycerine(장원기)', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine(ICID)', 'Glycerine', 'Glycerine(식첨)', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine(EP)', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine(KQC)', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine(외품기준)', 'Glycerine(KP)', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine', 'Glycerine(KQC)', 'Glycerine', 'Glycerine', 'Glycerine']"
2,Sorbitol,"['Sorbitol(EP)', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol(ICID)', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol(KQC)', 'Sorbitol(KQC)', 'Sorbitol(KQC)', 'Sorbitol(KQC)', 'Sorbitol(ICID)', 'Sorbitol(ICID)', 'Sorbitol(KQC)', 'Sorbitol(KQC)', 'Sorbitol(ICID)', 'Sorbitol(KQC)', 'Sorbitol(KQC)', 'Sorbitol(EP)', 'Sorbitol(소르비톨, KQC)', 'Sorbitol(소르비톨, KQC)', 'Sorbitol(소르비톨, KQC)', 'Sorbitol(소르비톨, KQC)', 'Sorbitol(장원기)', 'Sorbitol(EP)', 'Sorbitol(ICID)', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol(장원기)', 'Sorbitol(장원기)', 'Sorbitol(장원기)', 'Sorbitol', 'Sorbitol(KQC)', 'Sorbitol(from GMO free maize, ICID)', 'Sorbitol(USP 29)', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol(EP)', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol(ICID)', 'Sorbitol', 'Sorbitol', 'Sorbitol', 'Sorbitol']"
3,Iodine,"['Iodine(EP)', 'Iodine', 'Iodine', 'Iodine', 'Iodine', 'Iodine', 'Iodine', 'Iodine', 'Iodine', 'Iodine(I, 대한약전)', 'Iodine(I, 대한약전)', 'Iodine(I, 대한약전)', 'Iodine', 'Iodine', 'Iodine', 'Iodine', 'Iodine', 'Iodine', 'Iodine', 'Iodine', 'Iodine', 'Iodine', 'Iodine', 'Iodine', 'Iodine', 'Iodine', 'Iodine(EP)', 'Iodine', 'Iodine', 'Iodine', 'Iodine', 'Iodine', 'Iodine', 'Iodine', 'Iodine', 'Iodine(I, 대한약전)', 'Iodine(I, 대한약전)', 'Iodine(I, 대한약전)', 'Iodine', 'Iodine', 'Iodine', 'Iodine', 'Iodine', 'Iodine', 'Iodine']"
